user_id,acquisition_channel,variant,first_purchase_date,delivery_date,ugc_email_sent_date,ugc_email_opened,ugc_email_clicked,category,region,first_order_value,returned_within_14d,repeat_purchase_within_30d,time_to_next_purchase_days,repeat_order_value,discount_used_on_repeat
9602,paid,control,2025-10-10,2025-10-13,,0,0,apparel,South,46.38,0,0,,,0
9603,paid,control,2025-12-13,2025-12-16,,0,0,beauty,NE,58.02,0,0,,,0
9604,paid,control,2025-10-23,2025-10-26,,0,0,home,NE,70.04,0,0,,,0
9605,paid,control,2025-10-08,2025-10-13,,0,0,electronics,Midwest,132.15,0,0,,,0
9606,paid,control,2025-11-24,2025-12-01,,0,0,beauty,West,51.15,0,0,,,0
9607,paid,control,2025-10-14,2025-10-15,,0,0,electronics,Midwest,104.36,0,0,,,0
9608,paid,control,2025-10-06,2025-10-10,,0,0,footwear,West,85.96,0,0,,,0
9609,paid,control,2025-11-07,2025-11-11,,0,0,apparel,NE,67.06,0,0,,,0
9610,paid,treatment,2025-11-20,2025-11-23,2025-11-28,1,0,footwear,NE,75.89,1,1,11.0,67.92,0
9611,paid,treatment,2025-11-18,2025-11-22,2025-11-27,1,0,home,West,50.04,1,0,,,0
9612,paid,treatment,2025-11-23,2025-11-27,2025-12-04,0,0,beauty,NE,28.83,0,0,,,0
9613,paid,control,2025-10-03,2025-10-06,,0,0,electronics,NE,92.48,0,0,,,0
9614,paid,control,2025-10-27,2025-10-31,,0,0,electronics,West,95.85,0,0,,,0
9615,paid,treatment,2025-11-01,2025-11-05,2025-11-12,0,0,electronics,NE,17.26,0,0,,,0
9616,paid,treatment,2025-10-27,2025-10-31,2025-11-05,1,0,beauty,South,51.03,0,0,,,0
9617,paid,control,2025-11-21,2025-11-25,,0,0,apparel,NE,70.87,0,0,,,0
9618,paid,control,2025-10-22,2025-10-25,,0,0,beauty,West,64.25,0,0,,,0
9619,paid,control,2025-11-28,2025-12-05,,0,0,home,South,26.37,0,0,,,0
9620,paid,treatment,2025-12-26,2025-12-30,2026-01-05,0,0,home,Midwest,33.67,0,0,,,0
9621,paid,control,2025-11-30,2025-12-04,,0,0,footwear,Midwest,111.18,0,0,,,0
9622,paid,treatment,2025-11-05,2025-11-08,2025-11-14,0,0,beauty,Midwest,23.85,0,0,,,0
9623,paid,control,2025-11-09,2025-11-13,,0,0,electronics,NE,117.37,0,0,,,0
9624,paid,treatment,2025-11-23,2025-11-27,2025-12-04,0,0,electronics,West,106.47,0,0,,,0
9625,paid,treatment,2025-12-06,2025-12-07,2025-12-13,0,0,electronics,Midwest,204.19,0,0,,,0
9626,paid,treatment,2025-10-28,2025-10-31,2025-11-05,0,0,footwear,NE,83.5,1,0,,,0
9627,paid,control,2025-10-04,2025-10-07,,0,0,electronics,Midwest,116.84,0,1,15.0,104.38,1
9628,paid,treatment,2025-12-04,2025-12-07,2025-12-13,1,0,apparel,NE,69.81,1,0,,,0
9629,paid,treatment,2025-11-30,2025-12-02,2025-12-07,0,0,electronics,NE,72.53,1,0,,,0
9630,paid,control,2025-10-10,2025-10-14,,0,0,footwear,NE,70.7,0,0,,,0
9631,paid,control,2025-11-27,2025-12-02,,0,0,apparel,NE,40.77,1,0,,,0
9632,paid,control,2025-10-07,2025-10-11,,0,0,home,West,73.53,0,1,16.0,54.26,0
9633,paid,control,2025-11-29,2025-12-01,,0,0,home,NE,74.55,0,0,,,0
9634,paid,control,2025-12-08,2025-12-10,,0,0,home,NE,37.68,0,0,,,0
9635,paid,treatment,2025-10-02,2025-10-05,2025-10-11,0,0,footwear,South,77.75,0,0,,,0
9636,paid,treatment,2025-12-06,2025-12-08,2025-12-13,0,0,electronics,Midwest,128.67,1,0,,,0
9637,paid,treatment,2025-10-12,2025-10-16,2025-10-23,1,0,apparel,Midwest,34.49,0,1,5.0,40.48,1
9638,paid,treatment,2025-10-25,2025-10-30,2025-11-04,0,0,apparel,South,76.72,0,0,,,0
9639,paid,treatment,2025-12-04,2025-12-07,2025-12-12,0,0,apparel,South,41.43,0,1,3.0,25.86,0
9640,paid,treatment,2025-11-02,2025-11-06,2025-11-12,1,0,footwear,Midwest,37.59,0,0,,,0
9641,paid,control,2025-12-29,2026-01-01,,0,0,apparel,West,66.28,0,0,,,0
9642,paid,treatment,2025-12-28,2025-12-31,2026-01-06,0,0,home,West,72.5,0,0,,,0
9643,paid,control,2025-12-30,2026-01-03,,0,0,electronics,Midwest,169.37,0,0,,,0
9644,paid,control,2025-10-10,2025-10-13,,0,0,apparel,NE,75.13,1,0,,,0
9645,paid,control,2025-10-17,2025-10-20,,0,0,apparel,Midwest,49.98,0,0,,,0
9646,paid,treatment,2025-10-17,2025-10-19,2025-10-24,0,0,electronics,NE,221.62,0,0,,,0
9647,paid,control,2025-11-23,2025-11-27,,0,0,beauty,Midwest,42.94,0,0,,,0
9648,paid,treatment,2025-11-09,2025-11-14,2025-11-19,0,0,home,Midwest,35.75,0,0,,,0
9649,paid,treatment,2025-12-08,2025-12-12,2025-12-17,0,0,beauty,Midwest,56.51,0,0,,,0
9650,paid,control,2025-10-26,2025-10-31,,0,0,apparel,NE,71.37,0,0,,,0
9651,paid,control,2025-10-19,2025-10-22,,0,0,beauty,South,72.48,0,0,,,0
9652,paid,control,2025-11-29,2025-12-04,,0,0,apparel,South,99.04,1,0,,,0
9653,paid,treatment,2025-11-26,2025-11-28,2025-12-04,1,0,beauty,South,36.04,0,0,,,0
9654,paid,control,2025-12-03,2025-12-07,,0,0,apparel,West,38.14,0,0,,,0
9655,paid,treatment,2025-10-29,2025-11-03,2025-11-10,0,0,home,NE,46.02,0,0,,,0
9656,paid,control,2025-11-18,2025-11-22,,0,0,apparel,NE,14.08,0,0,,,0
9657,paid,treatment,2025-12-25,2025-12-30,2026-01-05,1,0,apparel,Midwest,65.78,0,0,,,0
9658,paid,treatment,2025-11-26,2025-11-29,2025-12-04,0,0,electronics,Midwest,174.03,0,0,,,0
9659,paid,treatment,2025-12-25,2025-12-28,2026-01-03,0,0,home,NE,58.59,0,1,12.0,35.44,0
9660,paid,treatment,2025-11-09,2025-11-11,2025-11-17,0,0,electronics,Midwest,146.34,0,0,,,0
9661,paid,control,2025-10-05,2025-10-09,,0,0,electronics,NE,162.47,0,0,,,0
9662,paid,treatment,2025-12-09,2025-12-13,2025-12-18,0,0,beauty,South,64.41,0,0,,,0
9663,paid,control,2025-11-12,2025-11-16,,0,0,home,Midwest,61.98,1,0,,,0
9664,paid,control,2025-10-04,2025-10-07,,0,0,footwear,South,78.9,0,1,11.0,46.06,0
9665,paid,control,2025-10-13,2025-10-16,,0,0,beauty,South,33.44,0,0,,,0
9666,paid,treatment,2025-10-29,2025-11-02,2025-11-08,0,0,apparel,NE,100.26,0,0,,,0
9667,paid,treatment,2025-10-18,2025-10-21,2025-10-26,0,0,apparel,South,51.99,1,0,,,0
9668,paid,treatment,2025-12-02,2025-12-04,2025-12-09,0,0,footwear,NE,136.86,0,1,11.0,84.61,1
9669,paid,control,2025-11-26,2025-11-27,,0,0,apparel,South,57.74,0,1,10.0,58.21,0
9670,paid,control,2025-10-31,2025-11-03,,0,0,footwear,South,61.59,1,0,,,0
9671,paid,treatment,2025-10-08,2025-10-10,2025-10-16,0,0,home,NE,68.26,1,0,,,0
9672,paid,treatment,2025-10-08,2025-10-10,2025-10-15,1,0,home,NE,63.9,0,0,,,0
9673,paid,treatment,2025-12-26,2025-12-29,2026-01-05,1,0,beauty,NE,17.12,0,1,1.0,14.46,0
9674,paid,control,2025-11-01,2025-11-04,,0,0,beauty,South,52.47,0,0,,,0
9675,paid,control,2025-10-10,2025-10-13,,0,0,beauty,Midwest,14.38,0,0,,,0
9676,paid,control,2025-12-05,2025-12-11,,0,0,electronics,West,219.76,0,0,,,0
9677,paid,treatment,2025-12-20,2025-12-22,2025-12-29,0,0,electronics,South,41.9,0,0,,,0
9678,paid,control,2025-10-12,2025-10-17,,0,0,home,NE,65.08,0,0,,,0
9679,paid,treatment,2025-12-26,2025-12-29,2026-01-05,1,1,beauty,Midwest,50.14,0,0,,,0
9680,paid,control,2025-12-06,2025-12-09,,0,0,home,NE,81.12,0,0,,,0
9681,paid,control,2025-10-24,2025-10-28,,0,0,home,South,23.55,0,0,,,0
9682,paid,treatment,2025-12-11,2025-12-14,2025-12-21,1,0,electronics,West,148.72,0,0,,,0
9683,paid,control,2025-11-08,2025-11-11,,0,0,apparel,South,41.46,0,0,,,0
9684,paid,control,2025-11-28,2025-12-04,,0,0,footwear,NE,92.02,0,0,,,0
9685,paid,treatment,2025-10-12,2025-10-13,2025-10-20,0,0,home,NE,11.52,0,1,27.0,8.0,0
9686,paid,control,2025-10-23,2025-10-26,,0,0,home,West,70.58,0,0,,,0
9687,paid,treatment,2025-12-11,2025-12-15,2025-12-22,0,0,beauty,NE,61.61,0,1,22.0,50.77,1
9688,paid,control,2025-12-14,2025-12-19,,0,0,home,South,51.19,1,0,,,0
9689,paid,control,2025-10-02,2025-10-05,,0,0,apparel,NE,67.04,0,0,,,0
9690,paid,control,2025-10-20,2025-10-27,,0,0,home,Midwest,72.83,0,0,,,0
9691,paid,control,2025-11-25,2025-11-29,,0,0,beauty,NE,47.1,0,0,,,0
9692,paid,control,2025-12-23,2025-12-24,,0,0,apparel,NE,29.82,0,0,,,0
9693,paid,treatment,2025-12-02,2025-12-04,2025-12-09,1,0,apparel,NE,38.15,0,1,4.0,37.62,1
9694,paid,control,2025-12-05,2025-12-09,,0,0,electronics,South,97.76,0,0,,,0
9695,paid,control,2025-11-05,2025-11-07,,0,0,electronics,Midwest,126.28,0,0,,,0
9696,paid,treatment,2025-10-06,2025-10-10,2025-10-17,0,0,home,South,46.62,0,0,,,0
9697,paid,control,2025-12-10,2025-12-13,,0,0,apparel,NE,67.14,0,1,5.0,61.98,0
9698,paid,control,2025-12-13,2025-12-15,,0,0,beauty,West,57.14,0,0,,,0
9699,paid,treatment,2025-11-10,2025-11-12,2025-11-19,0,0,footwear,NE,74.88,1,0,,,0
9700,paid,treatment,2025-11-16,2025-11-21,2025-11-27,0,0,electronics,West,59.33,0,0,,,0
9701,paid,control,2025-10-22,2025-10-23,,0,0,electronics,Midwest,147.41,0,0,,,0
9702,paid,control,2025-11-11,2025-11-16,,0,0,electronics,Midwest,187.43,0,0,,,0
9703,paid,control,2025-10-23,2025-10-28,,0,0,electronics,South,135.78,0,0,,,0
9704,paid,treatment,2025-11-08,2025-11-11,2025-11-16,1,0,apparel,South,54.72,0,0,,,0
9705,paid,control,2025-10-13,2025-10-15,,0,0,beauty,South,39.38,0,0,,,0
9706,paid,treatment,2025-11-25,2025-11-29,2025-12-04,1,1,electronics,Midwest,93.56,1,0,,,0
9707,paid,control,2025-10-23,2025-10-26,,0,0,apparel,Midwest,71.37,0,0,,,0
9708,paid,control,2025-12-06,2025-12-08,,0,0,apparel,NE,18.62,0,0,,,0
9709,paid,treatment,2025-11-17,2025-11-23,2025-11-28,0,0,electronics,NE,125.28,1,0,,,0
9710,paid,control,2025-12-22,2025-12-24,,0,0,electronics,South,110.36,0,0,,,0
9711,paid,control,2025-10-21,2025-10-23,,0,0,apparel,South,84.8,0,0,,,0
9712,paid,treatment,2025-10-26,2025-10-30,2025-11-05,1,0,home,Midwest,23.93,0,0,,,0
9713,paid,treatment,2025-10-23,2025-10-26,2025-11-02,1,1,apparel,West,39.72,0,1,8.0,12.65,0
9714,paid,control,2025-11-28,2025-12-03,,0,0,apparel,West,72.77,0,0,,,0
9715,paid,treatment,2025-10-10,2025-10-13,2025-10-20,1,1,apparel,South,93.65,0,1,3.0,106.0,1
9716,paid,treatment,2025-12-03,2025-12-06,2025-12-13,0,0,electronics,West,112.07,0,0,,,0
9717,paid,treatment,2025-12-15,2025-12-19,2025-12-26,0,0,beauty,NE,38.53,0,0,,,0
9718,paid,control,2025-12-02,2025-12-06,,0,0,electronics,Midwest,76.95,1,0,,,0
9719,paid,treatment,2025-10-13,2025-10-17,2025-10-22,0,0,apparel,NE,65.85,1,0,,,0
9720,paid,control,2025-11-15,2025-11-19,,0,0,apparel,NE,43.77,0,0,,,0
9721,paid,treatment,2025-11-19,2025-11-23,2025-11-28,0,0,apparel,West,35.79,0,0,,,0
9722,paid,treatment,2025-11-05,2025-11-08,2025-11-14,0,0,electronics,South,149.74,0,0,,,0
9723,paid,control,2025-11-12,2025-11-16,,0,0,footwear,NE,60.61,0,0,,,0
9724,paid,treatment,2025-12-10,2025-12-13,2025-12-19,0,0,beauty,South,52.01,0,0,,,0
9725,paid,control,2025-12-16,2025-12-20,,0,0,home,NE,56.49,0,0,,,0
9726,paid,control,2025-10-28,2025-11-02,,0,0,apparel,Midwest,86.51,0,0,,,0
9727,paid,treatment,2025-10-31,2025-11-03,2025-11-08,0,0,apparel,West,41.15,0,1,17.0,44.16,1
9728,paid,treatment,2025-10-20,2025-10-26,2025-11-02,0,0,apparel,Midwest,82.52,1,0,,,0
9729,paid,treatment,2025-11-06,2025-11-09,2025-11-14,0,0,apparel,South,65.18,0,1,17.0,60.03,0
9730,paid,treatment,2025-11-20,2025-11-23,2025-11-30,0,0,footwear,NE,43.59,0,0,,,0
9731,paid,treatment,2025-12-05,2025-12-09,2025-12-15,0,0,home,Midwest,40.73,0,0,,,0
9732,paid,control,2025-10-25,2025-10-29,,0,0,footwear,Midwest,65.68,1,0,,,0
9733,paid,treatment,2025-10-20,2025-10-24,2025-10-31,1,1,electronics,West,141.61,1,0,,,0
9734,paid,control,2025-10-04,2025-10-08,,0,0,electronics,NE,67.51,1,0,,,0
9735,paid,control,2025-10-09,2025-10-13,,0,0,beauty,Midwest,23.5,1,0,,,0
9736,paid,control,2025-10-05,2025-10-11,,0,0,apparel,NE,56.11,0,1,4.0,68.87,0
9737,paid,control,2025-10-20,2025-10-23,,0,0,apparel,Midwest,85.3,0,0,,,0
9738,paid,control,2025-12-03,2025-12-05,,0,0,apparel,NE,67.74,0,0,,,0
9739,paid,treatment,2025-12-11,2025-12-14,2025-12-21,0,0,apparel,NE,58.65,1,0,,,0
9740,paid,treatment,2025-12-29,2026-01-02,2026-01-09,1,0,apparel,Midwest,77.88,0,0,,,0
9741,paid,control,2025-11-20,2025-11-24,,0,0,electronics,Midwest,66.45,0,0,,,0
9742,paid,control,2025-11-11,2025-11-15,,0,0,beauty,Midwest,68.83,0,0,,,0
9743,paid,treatment,2025-12-22,2025-12-24,2025-12-31,0,0,home,West,97.88,0,0,,,0
9744,paid,control,2025-10-14,2025-10-19,,0,0,beauty,NE,34.9,0,0,,,0
9745,paid,treatment,2025-11-27,2025-12-03,2025-12-08,0,0,apparel,South,66.86,0,0,,,0
9746,paid,treatment,2025-12-15,2025-12-19,2025-12-26,0,0,apparel,South,62.35,1,0,,,0
9747,paid,control,2025-11-16,2025-11-22,,0,0,home,Midwest,45.13,1,0,,,0
9748,paid,treatment,2025-10-25,2025-10-30,2025-11-04,0,0,electronics,South,169.67,0,0,,,0
9749,paid,treatment,2025-11-27,2025-12-03,2025-12-10,1,0,electronics,NE,38.77,1,0,,,0
9750,paid,treatment,2025-12-31,2026-01-04,2026-01-10,0,0,footwear,West,74.17,1,0,,,0
9751,paid,control,2025-10-22,2025-10-26,,0,0,beauty,West,49.41,0,0,,,0
9752,paid,treatment,2025-11-21,2025-11-26,2025-12-02,0,0,electronics,South,204.67,0,0,,,0
9753,paid,treatment,2025-10-05,2025-10-08,2025-10-13,0,0,electronics,West,193.87,1,0,,,0
9754,paid,control,2025-10-22,2025-10-26,,0,0,footwear,West,65.25,0,0,,,0
9755,paid,treatment,2025-12-10,2025-12-15,2025-12-20,0,0,apparel,NE,47.3,0,0,,,0
9756,paid,treatment,2025-11-15,2025-11-19,2025-11-24,0,0,electronics,West,95.85,0,0,,,0
9757,paid,control,2025-10-19,2025-10-22,,0,0,home,West,91.83,0,0,,,0
9758,paid,control,2025-10-31,2025-11-04,,0,0,beauty,Midwest,47.74,1,0,,,0
9759,paid,treatment,2025-10-12,2025-10-16,2025-10-23,0,0,beauty,South,84.38,0,0,,,0
9760,paid,control,2025-12-11,2025-12-15,,0,0,beauty,South,51.14,0,0,,,0
9761,paid,treatment,2025-12-26,2025-12-30,2026-01-04,0,0,footwear,South,131.54,1,0,,,0
9762,paid,control,2025-10-10,2025-10-14,,0,0,footwear,Midwest,81.76,0,0,,,0
9763,paid,treatment,2025-10-22,2025-10-25,2025-10-31,0,0,electronics,South,73.57,0,0,,,0
9764,paid,treatment,2025-12-18,2025-12-21,2025-12-26,0,0,apparel,West,117.37,0,0,,,0
9765,paid,treatment,2025-12-20,2025-12-24,2025-12-31,1,0,beauty,West,21.85,0,0,,,0
9766,paid,treatment,2025-12-10,2025-12-14,2025-12-21,0,0,beauty,South,45.81,0,0,,,0
9767,paid,control,2025-12-05,2025-12-09,,0,0,electronics,West,125.37,0,0,,,0
9768,paid,control,2025-12-19,2025-12-22,,0,0,apparel,West,51.52,0,0,,,0
9769,paid,treatment,2025-11-04,2025-11-07,2025-11-13,0,0,electronics,South,138.6,0,1,17.0,164.5,0
9770,paid,treatment,2025-12-22,2025-12-24,2025-12-29,0,0,beauty,Midwest,39.41,0,0,,,0
9771,paid,control,2025-12-21,2025-12-23,,0,0,apparel,South,45.4,1,0,,,0
9772,paid,treatment,2025-10-22,2025-10-26,2025-11-02,0,0,apparel,West,36.18,0,0,,,0
9773,paid,treatment,2025-10-07,2025-10-12,2025-10-19,0,0,apparel,NE,74.19,1,0,,,0
9774,paid,control,2025-11-17,2025-11-21,,0,0,footwear,South,62.43,0,0,,,0
9775,paid,control,2025-12-09,2025-12-15,,0,0,home,West,44.92,0,0,,,0
9776,paid,treatment,2025-12-18,2025-12-21,2025-12-28,0,0,home,South,37.65,0,0,,,0
9777,paid,treatment,2025-10-14,2025-10-18,2025-10-23,1,1,apparel,West,46.94,0,0,,,0
9778,paid,control,2025-11-04,2025-11-06,,0,0,electronics,South,110.49,0,0,,,0
9779,paid,treatment,2025-12-10,2025-12-13,2025-12-18,0,0,apparel,West,37.09,0,0,,,0
9780,paid,treatment,2025-10-06,2025-10-08,2025-10-15,0,0,beauty,West,36.91,0,0,,,0
9781,paid,control,2025-12-06,2025-12-08,,0,0,home,South,71.18,0,0,,,0
9782,paid,control,2025-10-27,2025-10-29,,0,0,apparel,South,77.83,0,0,,,0
9783,paid,treatment,2025-10-03,2025-10-07,2025-10-14,1,1,electronics,West,91.04,0,0,,,0
9784,paid,control,2025-10-23,2025-10-26,,0,0,electronics,South,78.31,1,0,,,0
9785,paid,control,2025-12-08,2025-12-11,,0,0,home,South,85.89,0,0,,,0
9786,paid,control,2025-12-20,2025-12-24,,0,0,beauty,South,47.7,0,0,,,0
9787,paid,treatment,2025-10-08,2025-10-10,2025-10-15,0,0,apparel,NE,75.76,0,0,,,0
9788,paid,control,2025-11-12,2025-11-16,,0,0,electronics,West,187.67,0,0,,,0
9789,paid,treatment,2025-10-19,2025-10-24,2025-10-31,0,0,beauty,Midwest,57.33,0,1,16.0,29.66,1
9790,paid,treatment,2025-12-02,2025-12-07,2025-12-12,0,0,electronics,NE,167.21,0,0,,,0
9791,paid,control,2025-12-11,2025-12-15,,0,0,electronics,Midwest,21.38,1,0,,,0
9792,paid,control,2025-12-28,2025-12-31,,0,0,beauty,South,33.07,0,0,,,0
9793,paid,control,2025-11-02,2025-11-05,,0,0,apparel,West,34.67,1,0,,,0
9794,paid,control,2025-10-28,2025-10-31,,0,0,beauty,South,61.88,0,0,,,0
9795,paid,treatment,2025-10-29,2025-11-03,2025-11-08,0,0,beauty,NE,36.35,0,1,4.0,37.25,0
9796,paid,treatment,2025-12-10,2025-12-14,2025-12-21,0,0,footwear,NE,62.99,0,0,,,0
9797,paid,treatment,2025-11-10,2025-11-13,2025-11-19,1,0,home,Midwest,64.91,0,0,,,0
9798,paid,treatment,2025-10-03,2025-10-07,2025-10-14,1,0,electronics,West,153.3,0,0,,,0
9799,paid,treatment,2025-12-27,2025-12-31,2026-01-05,0,0,apparel,Midwest,74.97,0,0,,,0
9800,paid,treatment,2025-10-10,2025-10-14,2025-10-19,1,1,beauty,West,41.93,0,0,,,0
9801,paid,treatment,2025-12-25,2025-12-28,2026-01-03,0,0,beauty,NE,59.64,0,0,,,0
9802,paid,control,2025-10-15,2025-10-18,,0,0,footwear,South,75.04,0,0,,,0
9803,paid,treatment,2025-11-19,2025-11-24,2025-11-30,1,1,electronics,West,36.1,1,0,,,0
9804,paid,control,2025-10-29,2025-10-30,,0,0,apparel,Midwest,55.86,1,0,,,0
9805,paid,treatment,2025-12-03,2025-12-07,2025-12-14,0,0,footwear,South,72.27,0,0,,,0
9806,paid,control,2025-11-07,2025-11-10,,0,0,apparel,Midwest,78.66,0,0,,,0
9807,paid,treatment,2025-11-03,2025-11-04,2025-11-11,0,0,home,West,79.91,0,0,,,0
9808,paid,treatment,2025-11-13,2025-11-15,2025-11-21,0,0,footwear,West,63.27,1,0,,,0
9809,paid,control,2025-12-29,2026-01-01,,0,0,home,Midwest,10.0,0,0,,,0
9810,paid,treatment,2025-10-23,2025-10-27,2025-11-01,0,0,footwear,West,139.72,0,0,,,0
9811,paid,treatment,2025-10-21,2025-10-25,2025-11-01,0,0,electronics,NE,130.18,0,0,,,0
9812,paid,treatment,2025-10-07,2025-10-11,2025-10-18,1,0,apparel,South,19.43,0,0,,,0
9813,paid,control,2025-12-07,2025-12-09,,0,0,electronics,Midwest,29.46,0,0,,,0
9814,paid,treatment,2025-12-02,2025-12-06,2025-12-11,0,0,electronics,NE,131.94,1,0,,,0
9815,paid,treatment,2025-11-26,2025-11-30,2025-12-07,1,0,beauty,South,34.14,0,0,,,0
9816,paid,control,2025-10-03,2025-10-07,,0,0,footwear,South,119.49,1,0,,,0
9817,paid,control,2025-12-12,2025-12-16,,0,0,electronics,South,91.4,0,0,,,0
9818,paid,treatment,2025-12-14,2025-12-15,2025-12-20,1,1,beauty,South,40.77,0,0,,,0
9819,paid,control,2025-12-26,2025-12-28,,0,0,apparel,Midwest,51.64,0,0,,,0
9820,paid,control,2025-12-25,2025-12-30,,0,0,apparel,Midwest,61.82,0,0,,,0
9821,paid,treatment,2025-10-25,2025-10-28,2025-11-03,0,0,apparel,South,66.22,0,0,,,0
9822,paid,control,2025-12-05,2025-12-11,,0,0,home,South,90.03,0,0,,,0
9823,paid,control,2025-11-07,2025-11-09,,0,0,home,South,65.13,0,0,,,0
9824,paid,control,2025-11-24,2025-11-29,,0,0,apparel,South,66.79,0,0,,,0
9825,paid,control,2025-10-31,2025-11-03,,0,0,home,South,75.81,0,0,,,0
9826,paid,control,2025-11-30,2025-12-05,,0,0,apparel,South,93.79,0,0,,,0
9827,paid,treatment,2025-12-27,2025-12-30,2026-01-05,1,0,footwear,Midwest,47.65,0,0,,,0
9828,paid,treatment,2025-11-30,2025-12-04,2025-12-10,0,0,electronics,West,83.43,0,0,,,0
9829,paid,treatment,2025-12-24,2025-12-28,2026-01-02,0,0,apparel,South,69.47,0,0,,,0
9830,paid,control,2025-12-25,2025-12-28,,0,0,apparel,South,64.94,0,0,,,0
9831,paid,control,2025-10-11,2025-10-15,,0,0,footwear,West,67.78,0,0,,,0
9832,paid,treatment,2025-12-28,2025-12-31,2026-01-06,1,0,apparel,South,21.93,0,0,,,0
9833,paid,control,2025-12-15,2025-12-19,,0,0,electronics,West,104.33,0,0,,,0
9834,paid,treatment,2025-11-09,2025-11-10,2025-11-15,1,0,apparel,Midwest,73.23,0,0,,,0
9835,paid,control,2025-11-25,2025-11-28,,0,0,beauty,West,63.6,0,0,,,0
9836,paid,treatment,2025-11-26,2025-12-01,2025-12-08,0,0,home,South,58.66,0,1,30.0,43.9,0
9837,paid,treatment,2025-12-12,2025-12-16,2025-12-21,0,0,beauty,South,42.1,0,0,,,0
9838,paid,treatment,2025-12-13,2025-12-18,2025-12-23,0,0,electronics,West,76.87,0,1,4.0,49.21,0
9839,paid,control,2025-10-10,2025-10-14,,0,0,footwear,West,85.04,0,0,,,0
9840,paid,control,2025-10-01,2025-10-07,,0,0,home,NE,46.04,0,0,,,0
9841,paid,treatment,2025-10-23,2025-10-27,2025-11-03,1,0,beauty,NE,50.47,0,0,,,0
9842,paid,control,2025-11-18,2025-11-21,,0,0,electronics,South,145.1,0,0,,,0
9843,paid,treatment,2025-12-18,2025-12-23,2025-12-28,1,0,electronics,Midwest,197.74,0,0,,,0
9844,paid,control,2025-11-30,2025-12-05,,0,0,apparel,NE,71.21,0,0,,,0
9845,paid,treatment,2025-10-13,2025-10-17,2025-10-24,0,0,beauty,NE,50.1,0,0,,,0
9846,paid,control,2025-12-05,2025-12-08,,0,0,home,Midwest,25.11,0,0,,,0
9847,paid,treatment,2025-11-13,2025-11-17,2025-11-22,1,1,beauty,South,47.07,0,0,,,0
9848,paid,treatment,2025-11-03,2025-11-08,2025-11-14,0,0,electronics,NE,160.67,0,1,6.0,162.01,1
9849,paid,treatment,2025-12-10,2025-12-14,2025-12-21,1,0,footwear,South,88.22,0,0,,,0
9850,paid,control,2025-10-28,2025-10-30,,0,0,electronics,NE,117.56,0,0,,,0
9851,paid,control,2025-11-26,2025-11-29,,0,0,home,South,53.73,0,0,,,0
9852,paid,control,2025-10-17,2025-10-20,,0,0,electronics,West,210.53,1,0,,,0
9853,paid,treatment,2025-11-05,2025-11-08,2025-11-15,1,1,apparel,Midwest,29.18,0,0,,,0
9854,paid,control,2025-11-21,2025-11-22,,0,0,apparel,West,92.64,0,0,,,0
9855,paid,treatment,2025-11-27,2025-12-03,2025-12-09,0,0,home,West,67.68,0,1,2.0,49.81,1
9856,paid,control,2025-12-24,2025-12-26,,0,0,beauty,Midwest,34.67,0,0,,,0
9857,paid,control,2025-10-27,2025-10-30,,0,0,footwear,NE,100.09,0,0,,,0
9858,paid,treatment,2025-12-22,2025-12-23,2025-12-28,0,0,electronics,Midwest,142.68,0,0,,,0
9859,paid,control,2025-12-15,2025-12-20,,0,0,beauty,West,27.17,0,0,,,0
9860,paid,control,2025-11-03,2025-11-06,,0,0,apparel,Midwest,88.31,0,0,,,0
9861,paid,treatment,2025-10-13,2025-10-16,2025-10-23,0,0,apparel,Midwest,69.58,0,0,,,0
9862,paid,treatment,2025-10-24,2025-10-27,2025-11-01,1,0,beauty,NE,30.3,0,0,,,0
9863,paid,treatment,2025-11-30,2025-12-04,2025-12-10,1,1,electronics,NE,204.87,0,0,,,0
9864,paid,treatment,2025-12-12,2025-12-15,2025-12-20,0,0,footwear,West,102.07,0,0,,,0
9865,paid,treatment,2025-11-26,2025-11-27,2025-12-03,0,0,apparel,West,73.66,0,0,,,0
9866,paid,treatment,2025-12-06,2025-12-08,2025-12-14,0,0,electronics,Midwest,177.39,1,0,,,0
9867,paid,control,2025-10-10,2025-10-12,,0,0,electronics,South,121.79,0,0,,,0
9868,paid,control,2025-11-16,2025-11-20,,0,0,beauty,South,55.03,1,0,,,0
9869,paid,control,2025-12-20,2025-12-25,,0,0,apparel,Midwest,82.75,0,0,,,0
9870,paid,treatment,2025-11-05,2025-11-10,2025-11-16,1,0,apparel,South,53.12,0,0,,,0
9871,paid,treatment,2025-12-22,2025-12-24,2025-12-31,0,0,home,West,54.28,0,0,,,0
9872,paid,control,2025-10-12,2025-10-16,,0,0,electronics,South,94.89,0,0,,,0
9873,paid,treatment,2025-12-30,2026-01-02,2026-01-08,0,0,home,South,91.59,0,0,,,0
9874,paid,control,2025-12-12,2025-12-19,,0,0,electronics,South,38.91,0,0,,,0
9875,paid,treatment,2025-11-27,2025-12-02,2025-12-07,0,0,home,West,66.56,0,1,4.0,77.36,1
9876,paid,treatment,2025-11-26,2025-12-02,2025-12-08,0,0,apparel,South,95.18,1,0,,,0
9877,paid,treatment,2025-12-26,2025-12-30,2026-01-05,0,0,apparel,West,38.33,0,0,,,0
